"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"13-19-43-16","a462a10fa2d149f489030ac63d11bf12","2019-10-04","15:18:03",14,"ERAMO1",1,"ERAMO1",1
"13-19-43-16","a462a10fa2d149f489030ac63d11bf12","2019-10-04","15:18:31",15,"ERAMO1",1,"ERAMO1",1
"13-19-43-16","a462a10fa2d149f489030ac63d11bf12","2019-10-04","15:18:46",14,"ERAMO1",1,"ERAMO1",1
"13-19-43-16","a462a10fa2d149f489030ac63d11bf12","2019-10-04","15:25:10",3,"ERAMO1",1,"RULES",2
"13-19-43-16","a462a10fa2d149f489030ac63d11bf12","2019-10-16","15:12:19",6,"admin",4,"",
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:37:51",12,"ERAMO3",1,"ERAMO3",1
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:37:51",0,"ERAMO3",1,"RULES",2
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:37:51",1,"ERAMO3",1,"ERAMO3",1
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:37:54",2,"ERAMO3",1,"ERAMO3",1
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:42:25",15,"ERAMO3",1,"ERAMO3",1
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:42:37",14,"ERAMO3",1,"ERAMO3",1
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:49:55",3,"ERAMO3",1,"RULES",2
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:52:56",4,"ERAMO3",1,"ERAMO3",1
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:52:56",14,"ERAMO3",1,"ERAMO3",1
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-07","15:53:17",3,"ERAMO3",1,"RULES",2
"25-18-18-25","a5656814aadc403ca652dbd0b8402d4d","2019-10-16","14:40:08",6,"admin",4,"",
"80-19-48-86","a5f4be7db1ad4d51bddceb1d97abd155","2019-10-08","17:17:59",12,"ERAMO1",1,"ERAMO1",1
"80-19-48-86","a5f4be7db1ad4d51bddceb1d97abd155","2019-10-08","17:17:59",0,"ERAMO1",1,"RULES",2
"80-19-48-86","a5f4be7db1ad4d51bddceb1d97abd155","2019-10-08","17:17:59",1,"ERAMO1",1,"ERAMO1",1
"80-19-48-86","a5f4be7db1ad4d51bddceb1d97abd155","2019-10-08","17:18:02",2,"ERAMO1",1,"ERAMO1",1
"80-19-48-86","a5f4be7db1ad4d51bddceb1d97abd155","2019-10-08","17:20:22",15,"ERAMO1",1,"ERAMO1",1
"80-19-48-86","a5f4be7db1ad4d51bddceb1d97abd155","2019-10-08","17:20:29",14,"ERAMO1",1,"ERAMO1",1
"80-19-48-86","a5f4be7db1ad4d51bddceb1d97abd155","2019-10-08","17:21:36",3,"ERAMO1",1,"RULES",2
"80-19-48-86","a5f4be7db1ad4d51bddceb1d97abd155","2019-10-15","21:19:10",6,"admin",4,"",
"84-05-91-99","a9a24274d8fa4418a33937ef99cab032","2019-10-03","16:56:15",12,"ERAMO7",1,"ERAMO7",1
"84-05-91-99","a9a24274d8fa4418a33937ef99cab032","2019-10-03","16:56:15",0,"ERAMO7",1,"GIORG",2
"84-05-91-99","a9a24274d8fa4418a33937ef99cab032","2019-10-03","16:56:15",1,"ERAMO7",1,"ERAMO7",1
"84-05-91-99","a9a24274d8fa4418a33937ef99cab032","2019-10-03","16:56:20",2,"ERAMO7",1,"ERAMO7",1
"84-05-91-99","a9a24274d8fa4418a33937ef99cab032","2019-10-03","18:34:00",15,"ERAMO7",1,"ERAMO7",1
"84-05-91-99","a9a24274d8fa4418a33937ef99cab032","2019-10-03","20:37:01",14,"ERAMO7",1,"ERAMO7",1
"84-05-91-99","a9a24274d8fa4418a33937ef99cab032","2019-10-03","20:43:53",3,"ERAMO7",1,"GIORG",2
"84-05-91-99","a9a24274d8fa4418a33937ef99cab032","2019-10-14","18:50:34",7,"admin",4,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-08","17:24:59",12,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-08","17:24:59",0,"ERAMO7",1,"GIORG",2
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-08","17:24:59",1,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-08","17:25:04",2,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-08","17:30:32",15,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-08","17:30:42",14,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-08","17:31:28",3,"ERAMO7",1,"GIORG",2
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","16:44:25",4,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","16:44:25",14,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","16:44:33",3,"ERAMO7",1,"GIORG",2
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","18:53:36",4,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","18:53:37",14,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","19:01:48",3,"ERAMO7",1,"GIORG",2
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","19:03:00",4,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","19:03:01",14,"ERAMO7",1,"ERAMO7",1
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-10","19:03:11",3,"ERAMO7",1,"GIORG",2
"99-14-54-89","af5b108067c1450ba18aa896465cd922","2019-10-14","18:34:29",6,"admin",4,"",
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","16:36:38",12,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","16:36:38",0,"ERAMO4",1,"RULES",2
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","16:36:38",1,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","16:36:49",2,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","16:41:55",15,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","16:42:06",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","16:46:07",15,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","17:19:28",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-03","17:19:42",3,"ERAMO4",1,"RULES",2
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-07","04:12:04",4,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-07","04:12:04",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-07","04:16:33",15,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-07","04:16:41",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-07","04:23:12",3,"ERAMO4",1,"RULES",2
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","15:32:00",4,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","15:32:00",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","15:32:18",3,"ERAMO4",1,"RULES",2
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:04:46",4,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:04:46",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:08:14",3,"ERAMO4",1,"RULES",2
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:11:28",4,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:11:28",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:15:26",15,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:15:39",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:19:14",3,"ERAMO4",1,"RULES",2
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:41:20",4,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:41:21",14,"ERAMO4",1,"ERAMO4",1
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-08","16:44:47",3,"ERAMO4",1,"RULES",2
"19-67-71-65","b139c155fe0a4e0c9e1148dbdc456530","2019-10-16","15:01:27",6,"admin",4,"",
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-08","16:23:08",12,"ERAMO7",1,"ERAMO7",1
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-08","16:23:08",0,"ERAMO7",1,"GIORG",2
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-08","16:23:08",1,"ERAMO7",1,"ERAMO7",1
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-08","16:23:14",2,"ERAMO7",1,"ERAMO7",1
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-08","16:41:26",3,"ERAMO7",1,"GIORG",2
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-10","16:43:42",4,"ERAMO7",1,"ERAMO7",1
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-10","16:43:43",14,"ERAMO7",1,"ERAMO7",1
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-10","16:44:01",3,"ERAMO7",1,"GIORG",2
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-10","18:29:44",4,"ERAMO7",1,"ERAMO7",1
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-10","18:29:45",14,"ERAMO7",1,"ERAMO7",1
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-10","18:35:08",3,"ERAMO7",1,"GIORG",2
"82-35-97-71","b8b42e0212e440769a3872a0649768ee","2019-10-14","18:43:18",6,"admin",4,"",
"51-25-43-27","bd8c47585b484cf2b74f26de164abb71","2019-10-08","16:28:13",12,"ERAMO1",1,"ERAMO1",1
"51-25-43-27","bd8c47585b484cf2b74f26de164abb71","2019-10-08","16:28:13",0,"ERAMO1",1,"RULES",2
"51-25-43-27","bd8c47585b484cf2b74f26de164abb71","2019-10-08","16:28:13",1,"ERAMO1",1,"ERAMO1",1
"51-25-43-27","bd8c47585b484cf2b74f26de164abb71","2019-10-08","16:28:15",2,"ERAMO1",1,"ERAMO1",1
"51-25-43-27","bd8c47585b484cf2b74f26de164abb71","2019-10-08","16:30:50",15,"ERAMO1",1,"ERAMO1",1
"51-25-43-27","bd8c47585b484cf2b74f26de164abb71","2019-10-08","16:30:59",14,"ERAMO1",1,"ERAMO1",1
"51-25-43-27","bd8c47585b484cf2b74f26de164abb71","2019-10-08","16:32:11",3,"ERAMO1",1,"RULES",2
"51-25-43-27","bd8c47585b484cf2b74f26de164abb71","2019-10-16","14:41:34",6,"admin",4,"",
"04-05-29-04","c2d71b1335a848dab51a2f9bdb95bcf9","2019-10-11","17:41:54",12,"ERAMO5",1,"ERAMO5",1
"04-05-29-04","c2d71b1335a848dab51a2f9bdb95bcf9","2019-10-11","17:41:54",0,"ERAMO5",1,"RULES",2
"04-05-29-04","c2d71b1335a848dab51a2f9bdb95bcf9","2019-10-11","17:41:54",1,"ERAMO5",1,"ERAMO5",1
"04-05-29-04","c2d71b1335a848dab51a2f9bdb95bcf9","2019-10-11","17:41:56",2,"ERAMO5",1,"ERAMO5",1
"04-05-29-04","c2d71b1335a848dab51a2f9bdb95bcf9","2019-10-11","17:42:41",3,"ERAMO5",1,"RULES",2
"04-05-29-04","c2d71b1335a848dab51a2f9bdb95bcf9","2019-10-15","20:51:28",6,"admin",4,"",
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","15:29:28",12,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","15:29:28",0,"ERAMO4",1,"RULES",2
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","15:29:28",1,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","15:30:09",2,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","15:31:11",15,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","15:51:28",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","16:25:21",15,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","16:25:35",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","16:26:37",15,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","22:33:14",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","22:33:26",15,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","22:33:30",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-04","22:34:34",3,"ERAMO4",1,"RULES",2
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","03:38:11",4,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","03:38:13",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","03:47:59",15,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","03:48:09",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","03:57:32",15,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","03:57:45",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","04:02:03",3,"ERAMO4",1,"RULES",2
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","17:10:25",4,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","17:10:26",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-07","17:10:32",15,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","15:38:49",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","15:39:10",3,"ERAMO4",1,"RULES",2
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","15:41:35",4,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","15:41:36",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","15:41:55",3,"ERAMO4",1,"RULES",2
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:19:30",4,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:19:31",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:34:21",15,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:34:47",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:37:50",3,"ERAMO4",1,"RULES",2
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:38:02",4,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:38:03",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:38:57",3,"ERAMO4",1,"RULES",2
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:39:25",4,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:39:26",14,"ERAMO4",1,"ERAMO4",1
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-08","16:39:58",3,"ERAMO4",1,"RULES",2
"31-64-28-56","c3d36b0834c34d238c52b3ff1f6c6961","2019-10-16","15:11:49",6,"admin",4,"",
"22-93-40-85","c5f2b90ab6754be19747c2b28f1320ce","2019-10-04","21:11:24",12,"ERAMO7",1,"ERAMO7",1
"22-93-40-85","c5f2b90ab6754be19747c2b28f1320ce","2019-10-04","21:11:24",0,"ERAMO7",1,"GIORG",2
"22-93-40-85","c5f2b90ab6754be19747c2b28f1320ce","2019-10-04","21:11:24",1,"ERAMO7",1,"ERAMO7",1
"22-93-40-85","c5f2b90ab6754be19747c2b28f1320ce","2019-10-04","21:11:37",2,"ERAMO7",1,"ERAMO7",1
"22-93-40-85","c5f2b90ab6754be19747c2b28f1320ce","2019-10-04","21:13:06",15,"ERAMO7",1,"ERAMO7",1
"22-93-40-85","c5f2b90ab6754be19747c2b28f1320ce","2019-10-04","21:13:42",14,"ERAMO7",1,"ERAMO7",1
"22-93-40-85","c5f2b90ab6754be19747c2b28f1320ce","2019-10-04","21:42:20",3,"ERAMO7",1,"GIORG",2
"22-93-40-85","c5f2b90ab6754be19747c2b28f1320ce","2019-10-14","18:48:13",6,"admin",4,"",
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-07","15:56:30",12,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-07","15:56:30",0,"ERAMO7",1,"GIORG",2
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-07","15:56:30",1,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-07","16:08:01",2,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-07","16:12:32",3,"ERAMO7",1,"GIORG",2
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","15:59:31",4,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","15:59:33",14,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","16:02:52",3,"ERAMO7",1,"GIORG",2
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","16:48:10",4,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","16:48:12",14,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","16:48:31",3,"ERAMO7",1,"GIORG",2
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:02:10",4,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:02:10",14,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:02:19",3,"ERAMO7",1,"GIORG",2
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:03:50",4,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:03:51",14,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:03:58",3,"ERAMO7",1,"GIORG",2
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:04:45",4,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:04:45",14,"ERAMO7",1,"ERAMO7",1
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-10","19:04:54",3,"ERAMO7",1,"GIORG",2
"28-00-62-97","c6e0951e16154e23938fd5aeb2c8b9ae","2019-10-14","18:30:03",7,"admin",4,"ERAMO7",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-09-30","20:21:05",12,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-09-30","20:21:05",0,"ERAMO5",1,"RULES",2
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-09-30","20:21:05",1,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-09-30","20:21:12",2,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-09-30","20:29:11",15,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-09-30","20:36:52",14,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-09-30","20:36:57",15,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-01","14:23:35",14,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-01","14:25:14",3,"ERAMO5",1,"RULES",2
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-01","20:40:48",4,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-01","20:40:48",14,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-01","20:40:52",15,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-04","18:38:27",14,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-04","18:41:21",3,"ERAMO5",1,"RULES",2
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-11","16:55:30",4,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-11","16:55:31",14,"ERAMO5",1,"ERAMO5",1
"37-67-74-84","c79ac406e49b4fd598f11ce594da67e5","2019-10-11","16:59:22",3,"ERAMO5",1,"RULES",2
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-03","15:09:03",12,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-03","15:09:03",0,"ERAMO4",1,"RULES",2
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-03","15:09:03",1,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-03","15:09:16",2,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-03","15:11:37",3,"ERAMO4",1,"RULES",2
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-07","04:10:21",4,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-07","04:10:22",14,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-07","04:11:57",3,"ERAMO4",1,"RULES",2
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:30:15",4,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:30:18",14,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:30:54",15,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:31:06",14,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:31:48",3,"ERAMO4",1,"RULES",2
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:36:56",4,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:36:56",14,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:37:17",3,"ERAMO4",1,"RULES",2
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:38:19",4,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:38:20",14,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","15:38:36",3,"ERAMO4",1,"RULES",2
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","16:08:43",4,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","16:08:44",14,"ERAMO4",1,"ERAMO4",1
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","16:11:03",3,"ERAMO4",1,"RULES",2
"40-84-45-96","ce6b485097cb49e1b03e1b6e272d3756","2019-10-08","16:40:07",4,"ERAMO4",1,"ERAMO4",1
